user_id,recency,frequency,monetary,surge_exposure(%),r,f,m,s,rfm_concat,rfm_score,riders_segmentation,weighted_score,weighted_segmentation
R00691,7,22,395.90999999999997,0.4090909090909091,4,3,4,3,434,14,Regular Commuters,3.5999999999999996,Loyal Rider
R00692,42,24,385.74,0.2916666666666667,1,4,4,2,144,11,Regular Commuters,2.6000000000000005,Average Risk Rider
R00693,17,22,296.84,0.13636363636363635,2,3,2,1,232,8,Occasional Riders,2.2,Average Risk Rider
R00694,28,17,256.56,0.4117647058823529,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R00695,6,23,375.57,0.34782608695652173,4,3,4,3,434,14,Regular Commuters,3.5999999999999996,Loyal Rider
R00696,52,18,252.20000000000002,0.3888888888888889,1,2,1,3,121,7,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R00697,26,28,455.91,0.42857142857142855,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R00698,40,12,213.16,0.4166666666666667,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00699,15,27,422.17,0.2962962962962963,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R00700,50,25,380.59,0.36,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R00701,17,22,312.52,0.3181818181818182,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R00702,24,20,284.48,0.25,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R00703,10,19,314.23,0.3684210526315789,3,2,3,3,323,11,Regular Commuters,2.7,Average Risk Rider
R00704,10,20,263.84,0.45,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R00705,5,25,423.93,0.48,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R00706,5,22,268.86,0.13636363636363635,4,3,2,1,432,10,Occasional Riders,3.0,Average Risk Rider
R00707,25,19,313.51,0.3157894736842105,2,2,3,2,223,9,Occasional Riders,2.2,Average Risk Rider
R00708,32,21,292.07,0.23809523809523808,1,3,2,1,132,7,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R00709,15,23,339.41,0.21739130434782608,2,3,3,1,233,9,Occasional Riders,2.4,Average Risk Rider
R00710,3,23,373.08,0.391304347826087,4,3,4,3,434,14,Regular Commuters,3.5999999999999996,Loyal Rider
R00711,8,28,433.45,0.42857142857142855,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R00712,30,27,382.31,0.37037037037037035,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R00713,43,14,232.89000000000001,0.35714285714285715,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R00714,37,19,286.54,0.3157894736842105,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R00715,27,25,375.22,0.24,2,4,4,1,244,11,Regular Commuters,2.9,Average Risk Rider
R00716,3,24,368.24,0.2916666666666667,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R00717,10,18,270.08,0.3888888888888889,3,2,2,3,322,10,Occasional Riders,2.5,Average Risk Rider
R00718,3,25,404.05,0.52,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R00719,4,21,302.33,0.23809523809523808,4,3,2,1,432,10,Occasional Riders,3.0,Average Risk Rider
R00720,12,18,261.43,0.3333333333333333,3,2,2,2,322,9,Occasional Riders,2.4000000000000004,Average Risk Rider
R00721,35,16,235.21,0.25,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00722,31,13,248.0,0.38461538461538464,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R00723,27,20,289.25,0.25,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R00724,17,17,266.32,0.35294117647058826,2,1,2,3,212,8,Occasional Riders,1.8,Critical Risk Rider (likely churn)
R00725,8,18,251.29,0.2222222222222222,3,2,1,1,321,7,Occasional Riders,2.1000000000000005,Average Risk Rider
R00726,7,19,293.31,0.3684210526315789,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R00727,18,13,182.8,0.5384615384615384,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00728,13,12,168.76999999999998,0.4166666666666667,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R00729,33,19,243.66,0.15789473684210525,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R00730,11,19,306.73,0.3684210526315789,3,2,3,3,323,11,Regular Commuters,2.7,Average Risk Rider
R00731,76,20,310.3,0.4,1,2,3,3,123,9,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R00732,30,18,307.03,0.4444444444444444,1,2,3,4,123,10,Occasional Riders,2.0,Average Risk Rider
R00733,36,19,311.71,0.5263157894736842,1,2,3,4,123,10,Occasional Riders,2.0,Average Risk Rider
R00734,28,12,230.6,0.5833333333333334,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00735,34,25,403.90999999999997,0.36,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R00736,51,18,283.26,0.3333333333333333,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R00737,29,27,397.42,0.25925925925925924,1,4,4,1,144,10,Occasional Riders,2.5000000000000004,Average Risk Rider
R00738,33,17,242.47,0.23529411764705882,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00739,5,37,507.89,0.1891891891891892,4,4,4,1,444,13,Regular Commuters,3.6999999999999997,Loyal Rider
R00740,18,16,260.03,0.3125,2,1,2,2,212,7,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R00741,4,14,231.23000000000002,0.35714285714285715,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R00742,14,15,233.84,0.2,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R00743,32,20,299.40999999999997,0.35,1,2,2,3,122,8,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R00744,4,19,274.48,0.3684210526315789,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R00745,2,26,399.95,0.46153846153846156,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R00746,30,14,204.22,0.2857142857142857,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R00747,11,19,292.05,0.42105263157894735,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R00748,17,14,234.76999999999998,0.2857142857142857,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00749,44,27,495.68,0.37037037037037035,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R00750,7,30,454.31,0.36666666666666664,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R00751,10,27,371.18,0.2222222222222222,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00752,9,17,201.32999999999998,0.11764705882352941,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R00753,3,25,347.6,0.32,4,4,3,2,443,13,Regular Commuters,3.6,Loyal Rider
R00754,78,16,279.84000000000003,0.4375,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R00755,24,29,465.03,0.3793103448275862,2,4,4,3,244,13,Regular Commuters,3.0999999999999996,Loyal Rider
R00756,27,20,309.68,0.35,2,2,3,3,223,10,Occasional Riders,2.3,Average Risk Rider
R00757,7,14,212.2,0.35714285714285715,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R00758,34,27,393.98,0.14814814814814814,1,4,4,1,144,10,Occasional Riders,2.5000000000000004,Average Risk Rider
R00759,16,16,207.57,0.25,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R00760,18,21,295.95,0.14285714285714285,2,3,2,1,232,8,Occasional Riders,2.2,Average Risk Rider
R00761,17,9,169.43,0.6666666666666666,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00762,4,23,355.51,0.2608695652173913,4,3,3,1,433,11,Regular Commuters,3.2,Loyal Rider
R00763,24,21,313.22,0.2857142857142857,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R00764,34,14,225.44,0.14285714285714285,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00765,21,13,233.02,0.3076923076923077,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00766,19,27,405.15,0.37037037037037035,2,4,4,3,244,13,Regular Commuters,3.0999999999999996,Loyal Rider
R00767,20,21,286.55,0.23809523809523808,2,3,2,1,232,8,Occasional Riders,2.2,Average Risk Rider
R00768,9,24,401.06,0.20833333333333334,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00769,64,17,258.73,0.23529411764705882,1,1,2,1,112,5,At Risk Users,1.2000000000000002,Critical Risk Rider (likely churn)
R00770,5,25,440.99,0.52,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R00771,24,24,360.45,0.4583333333333333,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R00772,10,16,260.19,0.4375,3,1,2,4,312,10,Occasional Riders,2.3000000000000003,Average Risk Rider
R00773,57,19,269.34,0.47368421052631576,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R00774,12,14,175.37,0.14285714285714285,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R00775,8,27,436.08,0.48148148148148145,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R00776,44,14,232.08,0.5,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00777,99,21,290.61,0.3333333333333333,1,3,2,2,132,8,Occasional Riders,1.8999999999999997,Critical Risk Rider (likely churn)
R00778,28,25,415.7,0.48,1,4,4,4,144,13,Regular Commuters,2.8000000000000003,Average Risk Rider
R00779,27,17,288.36,0.47058823529411764,2,1,2,4,212,9,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R00780,28,16,248.31,0.25,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00781,21,22,372.24,0.3181818181818182,2,3,4,2,234,11,Regular Commuters,2.7,Average Risk Rider
R00782,26,27,399.28,0.48148148148148145,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R00783,29,14,220.64,0.2857142857142857,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R00784,30,14,233.81,0.6428571428571429,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00785,36,15,196.59,0.13333333333333333,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00786,5,29,493.51,0.20689655172413793,4,4,4,1,444,13,Regular Commuters,3.6999999999999997,Loyal Rider
R00787,2,18,269.97,0.2222222222222222,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R00788,28,21,338.40999999999997,0.2857142857142857,1,3,3,2,133,9,Occasional Riders,2.1,Average Risk Rider
R00789,16,19,295.65,0.21052631578947367,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R00790,15,20,348.99,0.45,2,2,3,4,223,11,Regular Commuters,2.4,Average Risk Rider
R00791,23,18,302.04,0.5555555555555556,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R00792,4,18,261.86,0.2777777777777778,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R00793,38,18,241.41,0.5555555555555556,1,2,1,4,121,8,Occasional Riders,1.6,Critical Risk Rider (likely churn)
R00794,16,21,361.11,0.23809523809523808,2,3,4,1,234,10,Occasional Riders,2.6,Average Risk Rider
R00795,11,16,237.64000000000001,0.1875,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R00796,29,24,328.07,0.25,1,4,3,1,143,9,Occasional Riders,2.3000000000000003,Average Risk Rider
R00797,24,15,228.8,0.4666666666666667,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00798,8,25,352.9,0.2,3,4,3,1,343,11,Regular Commuters,3.1000000000000005,Loyal Rider
R00799,13,20,266.21,0.4,3,2,2,3,322,10,Occasional Riders,2.5,Average Risk Rider
R00800,10,18,237.69,0.2777777777777778,3,2,1,2,321,8,Occasional Riders,2.2000000000000006,Average Risk Rider
R00801,6,21,309.13,0.3333333333333333,4,3,3,2,433,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00802,20,16,237.37,0.3125,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00803,19,18,254.69,0.16666666666666666,2,2,1,1,221,6,At Risk Users,1.7,Critical Risk Rider (likely churn)
R00804,9,18,262.92,0.3888888888888889,3,2,2,3,322,10,Occasional Riders,2.5,Average Risk Rider
R00805,12,12,180.11,0.16666666666666666,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R00806,11,21,316.79,0.19047619047619047,3,3,3,1,333,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R00807,9,19,292.92,0.3684210526315789,3,2,2,3,322,10,Occasional Riders,2.5,Average Risk Rider
R00808,6,20,363.57,0.4,4,2,4,3,424,13,Regular Commuters,3.3,Loyal Rider
R00809,27,16,269.91,0.25,2,1,2,1,212,6,At Risk Users,1.6,Critical Risk Rider (likely churn)
R00810,3,21,282.01,0.38095238095238093,4,3,2,3,432,12,Regular Commuters,3.1999999999999997,Loyal Rider
R00811,8,25,360.38,0.2,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00812,11,29,393.83,0.4482758620689655,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R00813,37,22,327.28,0.45454545454545453,1,3,3,4,133,11,Regular Commuters,2.3,Average Risk Rider
R00814,52,17,330.0,0.47058823529411764,1,1,3,4,113,9,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00815,20,26,346.74,0.2692307692307692,2,4,3,2,243,11,Regular Commuters,2.8000000000000003,Average Risk Rider
R00816,2,19,306.78000000000003,0.3684210526315789,4,2,3,3,423,12,Regular Commuters,3.1,Loyal Rider
R00817,14,28,413.28,0.4642857142857143,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R00818,23,27,386.38,0.2962962962962963,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R00819,4,22,348.18,0.6363636363636364,4,3,3,4,433,14,Regular Commuters,3.5,Loyal Rider
R00820,26,18,270.53999999999996,0.2777777777777778,2,2,2,2,222,8,Occasional Riders,1.9999999999999998,Critical Risk Rider (likely churn)
R00821,9,17,246.69,0.23529411764705882,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R00822,20,21,346.99,0.2857142857142857,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R00823,2,14,178.78,0.14285714285714285,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R00824,12,26,346.73,0.34615384615384615,3,4,3,3,343,13,Regular Commuters,3.3000000000000003,Loyal Rider
R00825,18,22,399.84,0.5909090909090909,2,3,4,4,234,13,Regular Commuters,2.9,Average Risk Rider
R00826,3,19,255.39,0.2631578947368421,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R00827,28,27,454.38,0.48148148148148145,1,4,4,4,144,13,Regular Commuters,2.8000000000000003,Average Risk Rider
R00828,7,16,238.06,0.375,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R00829,31,22,337.11,0.3181818181818182,1,3,3,2,133,9,Occasional Riders,2.1,Average Risk Rider
R00830,13,21,302.77,0.42857142857142855,3,3,2,4,332,12,Regular Commuters,2.9,Average Risk Rider
R00831,14,22,354.38,0.3181818181818182,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R00832,45,20,315.16,0.35,1,2,3,3,123,9,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R00833,9,23,331.11,0.21739130434782608,3,3,3,1,333,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R00834,9,18,257.51,0.2777777777777778,3,2,2,2,322,9,Occasional Riders,2.4000000000000004,Average Risk Rider
R00835,77,16,232.75,0.375,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R00836,26,22,300.69,0.36363636363636365,2,3,2,3,232,10,Occasional Riders,2.4,Average Risk Rider
R00837,9,25,415.28999999999996,0.32,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R00838,24,23,379.12,0.2608695652173913,2,3,4,1,234,10,Occasional Riders,2.6,Average Risk Rider
R00839,36,19,244.57,0.15789473684210525,1,2,1,1,121,5,At Risk Users,1.3,Critical Risk Rider (likely churn)
R00840,3,20,356.37,0.2,4,2,3,1,423,10,Occasional Riders,2.9000000000000004,Average Risk Rider
R00841,25,23,339.1,0.30434782608695654,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R00842,5,24,364.88,0.20833333333333334,4,4,4,1,444,13,Regular Commuters,3.6999999999999997,Loyal Rider
R00843,22,17,251.9,0.29411764705882354,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00844,8,18,258.51,0.2222222222222222,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R00845,26,24,411.43,0.5416666666666666,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R00846,38,16,222.13,0.25,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00847,7,25,372.40999999999997,0.32,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R00848,55,20,324.99,0.35,1,2,3,3,123,9,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R00849,7,16,241.51,0.1875,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R00850,94,10,152.46,0.3,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R00851,19,17,267.51,0.47058823529411764,2,1,2,4,212,9,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R00852,2,21,304.1,0.2857142857142857,4,3,2,2,432,11,Regular Commuters,3.1,Loyal Rider
R00853,18,22,329.68,0.2727272727272727,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R00854,11,15,232.92,0.26666666666666666,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R00855,4,15,194.12,0.0,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R00856,5,23,351.40000000000003,0.43478260869565216,4,3,3,4,433,14,Regular Commuters,3.5,Loyal Rider
R00857,23,20,243.0,0.1,2,2,1,1,221,6,At Risk Users,1.7,Critical Risk Rider (likely churn)
R00858,5,21,347.18,0.2857142857142857,4,3,3,2,433,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00859,39,17,290.05,0.4117647058823529,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R00860,25,24,347.75,0.20833333333333334,2,4,3,1,243,10,Occasional Riders,2.7,Average Risk Rider
R00861,18,19,330.5,0.21052631578947367,2,2,3,1,223,8,Occasional Riders,2.1,Average Risk Rider
R00862,12,15,223.88,0.2,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R00863,20,17,263.05,0.29411764705882354,2,1,2,2,212,7,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R00864,15,24,369.55,0.25,2,4,4,1,244,11,Regular Commuters,2.9,Average Risk Rider
R00865,36,19,299.04,0.42105263157894735,1,2,2,4,122,9,Occasional Riders,1.7999999999999998,Critical Risk Rider (likely churn)
R00866,16,22,383.97,0.5454545454545454,2,3,4,4,234,13,Regular Commuters,2.9,Average Risk Rider
R00867,6,18,283.22,0.2222222222222222,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R00868,10,24,338.4,0.25,3,4,3,1,343,11,Regular Commuters,3.1000000000000005,Loyal Rider
R00869,15,14,233.01,0.0,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R00870,17,17,322.41,0.7647058823529411,2,1,3,4,213,10,Occasional Riders,2.1,Average Risk Rider
R00871,15,21,380.3,0.42857142857142855,2,3,4,4,234,13,Regular Commuters,2.9,Average Risk Rider
R00872,10,23,306.39,0.30434782608695654,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R00873,36,13,198.21,0.23076923076923078,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R00874,20,17,265.02,0.47058823529411764,2,1,2,4,212,9,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R00875,50,15,230.72,0.4666666666666667,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00876,30,17,263.13,0.29411764705882354,1,1,2,2,112,6,At Risk Users,1.3,Critical Risk Rider (likely churn)
R00877,2,14,203.49,0.42857142857142855,4,1,1,4,411,10,Occasional Riders,2.5,Average Risk Rider
R00878,12,13,201.32,0.5384615384615384,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R00879,10,20,368.83,0.45,3,2,4,4,324,13,Regular Commuters,3.0000000000000004,Loyal Rider
R00880,13,23,391.67,0.21739130434782608,3,3,4,1,334,11,Regular Commuters,3.0000000000000004,Loyal Rider
R00881,30,20,324.14,0.25,1,2,3,1,123,7,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00882,19,25,377.68,0.28,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R00883,9,18,295.1,0.5555555555555556,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R00884,13,25,392.86,0.24,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00885,12,19,301.35,0.42105263157894735,3,2,2,4,322,11,Regular Commuters,2.6,Average Risk Rider
R00886,19,23,376.32,0.34782608695652173,2,3,4,3,234,12,Regular Commuters,2.8,Average Risk Rider
R00887,14,19,319.73,0.42105263157894735,3,2,3,4,323,12,Regular Commuters,2.8000000000000003,Average Risk Rider
R00888,28,14,247.62,0.42857142857142855,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00889,3,23,352.1,0.43478260869565216,4,3,3,4,433,14,Regular Commuters,3.5,Loyal Rider
R00890,66,20,280.81,0.2,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00891,6,27,448.09,0.37037037037037035,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R00892,6,19,282.88,0.21052631578947367,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R00893,22,15,224.62,0.3333333333333333,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00894,11,20,285.38,0.15,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R00895,28,26,382.64,0.46153846153846156,1,4,4,4,144,13,Regular Commuters,2.8000000000000003,Average Risk Rider
R00896,39,22,361.46000000000004,0.2727272727272727,1,3,4,2,134,10,Occasional Riders,2.3,Average Risk Rider
R00897,56,16,231.67,0.3125,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R00898,4,16,226.98999999999998,0.25,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R00899,74,15,255.59,0.4,1,1,2,3,112,7,Occasional Riders,1.4000000000000001,Critical Risk Rider (likely churn)
R00900,6,25,446.48,0.24,4,4,4,1,444,13,Regular Commuters,3.6999999999999997,Loyal Rider
R00901,27,25,409.04,0.32,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R00902,31,17,277.03000000000003,0.47058823529411764,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R00903,50,26,393.58,0.2692307692307692,1,4,4,2,144,11,Regular Commuters,2.6000000000000005,Average Risk Rider
R00904,16,19,301.07,0.3684210526315789,2,2,2,3,222,9,Occasional Riders,2.0999999999999996,Average Risk Rider
R00905,10,23,382.46,0.391304347826087,3,3,4,3,334,13,Regular Commuters,3.2,Loyal Rider
R00906,58,24,363.0,0.375,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R00907,28,18,311.95,0.4444444444444444,1,2,3,4,123,10,Occasional Riders,2.0,Average Risk Rider
R00908,10,29,525.55,0.3793103448275862,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R00909,2,18,290.46,0.4444444444444444,4,2,2,4,422,12,Regular Commuters,3.0,Average Risk Rider
R00910,5,22,345.81,0.5454545454545454,4,3,3,4,433,14,Regular Commuters,3.5,Loyal Rider
R00911,14,28,428.87,0.32142857142857145,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R00912,3,19,260.74,0.3157894736842105,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R00913,20,23,350.31,0.30434782608695654,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R00914,13,13,201.04000000000002,0.15384615384615385,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R00915,25,16,244.96,0.3125,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R00916,7,21,311.46,0.23809523809523808,4,3,3,1,433,11,Regular Commuters,3.2,Loyal Rider
R00917,23,16,215.26,0.4375,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00918,45,19,297.11,0.3157894736842105,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R00919,18,20,313.1,0.3,2,2,3,2,223,9,Occasional Riders,2.2,Average Risk Rider
R00920,13,19,302.0,0.2631578947368421,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R00921,3,17,250.86,0.29411764705882354,4,1,1,2,411,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R00922,4,17,245.94,0.23529411764705882,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R00923,22,25,359.38,0.24,2,4,4,1,244,11,Regular Commuters,2.9,Average Risk Rider
R00924,9,17,271.77,0.4117647058823529,3,1,2,4,312,10,Occasional Riders,2.3000000000000003,Average Risk Rider
R00925,21,20,300.45,0.4,2,2,2,3,222,9,Occasional Riders,2.0999999999999996,Average Risk Rider
R00926,16,32,526.49,0.4375,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R00927,7,23,409.28,0.34782608695652173,4,3,4,3,434,14,Regular Commuters,3.5999999999999996,Loyal Rider
R00928,20,15,237.47,0.4666666666666667,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00929,14,25,428.69,0.56,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R00930,6,18,285.86,0.3333333333333333,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R00931,27,15,216.89,0.2,2,1,1,1,211,5,At Risk Users,1.4000000000000001,Critical Risk Rider (likely churn)
R00932,10,21,320.47,0.2857142857142857,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
